title,environment,morphology
Lyriform Slit Sense Organ: Thresholds and Stimulus Amplitude Ranges in a Multi-Unit Mechanoreceptor,OWLClass_000835;OWLClass_000868,OWLClass_001142
A Novel Vertebrate Eye Using Both Refractive and Reflective Optics,OWLClass_000878,OWLClass_001159;OWLClass_001146;
A Unique Advantage for Giant Eyes in Giant Squid,OWLClass_000878,OWLClass_001159
REFLECTIVE PROPERTIES OF IRIDOPHORES AND FLUORESCENT 'EYESPOTS' IN THE LOLIGINID SQUID ALLOTEUTHIS SUBULATA AND LOLIGO VULGARIS,OWLClass_000878,OWLClass_001159
Body-induced vortical flows: a common mechanism for self-corrective trimming control in boxfishes,OWLClass_000878,OWLClass_001146
Aspects of Skeletal Mechanics of the Starfish Asterias forbesii,OWLClass_000879,OWLClass_001150
Biomechanics of the movable pretarsal adhesive organ in ants and bees,OWLClass_000835,OWLClass_001142
From micro to nano contacts in biological attachment devices,OWLClass_000835,OWLClass_001142;OWLClass_001146
The role of adhesion in prey capture and predator defence in arthropods,OWLClass_000835;OWLClass_000868,OWLClass_001142
Can a spider web be too sticky? Tensile mechanics constrains the evolution of capture spiral stickiness in orb-weaving spiders,OWLClass_000835,OWLClass_001142
Penises as Variable-Volume Hydrostatic Skeletons,OWLClass_000835;OWLClass_000868,OWLClass_001146
To bend a coralline: effect of joint morphology on flexibility and stress amplification in an articulated calcified seaweed,OWLClass_000883,OWLClass_001187
Convergent evolution of carrion and faecal scent mimicry in fly-pollinated angiosperm flowers and a stinkhorn fungus,OWLClass_000835,OWLClass_001183;OWLClass_001142
"Substrate-dependent signalling success in the wolf spider, Schizocosa retrorsa",OWLClass_000860,OWLClass_001142
Comparative Gas Bladder Anatomy of a Coregonus hoyi and a Coregonus artedi: Implications for Buoyancy at Depth,OWLClass_000874,OWLClass_001146
Wake-based unsteady modeling of the aquatic beetle Dytiscus marginalis ,OWLClass_000874;OWLClass_000870,OWLClass_001142
Explaining evolution of plant communication by airborne signals,OWLClass_000835,OWLClass_001183
FATIGUE QUALITY OF MAMMALIAN TENDONS,OWLClass_000835,OWLClass_001146
THE DESIGN OF SOFT COLLAGENOUS LOAD-BEARING TISSUES,,OWLClass_000722
The Elasticity of Single Titin Molecules Using a Two-Bead Optical Tweezers Assay,,OWLClass_000722
The Growth Response of the Stems of Genetically Modified Tobacco Plants (Nicotiana tabacum 'Samsun ') to Flexural Stimulation,OWLClass_000835,OWLClass_001183
Alpha-Helical Protein Networks Are Self-Protective and Flaw-Tolerant,,OWLClass_000722
The spines of pencil and lance urchins,OWLClass_000883,OWLClass_001150
The Physical Basis of Transparency in Biological Tissue: Ultrastructure and the Minimization of Light Scattering ,OWLClass_000868,OWLClass_001137
THE TRAP-JAW MECHANISM IN THE DACETINE ANTS DACETON ARMIGERUM AND STRUMIGENYS,OWLClass_000835,OWLClass_001142
ADHESION AND DETACHMENT OF THE TOE PADS OF TREE FROGS ,OWLClass_000854,OWLClass_001146
Biomechanical design and long-term stability of trees: Morphological and wood traits involved in the balance between weight increase and the gravitropic reaction ,OWLClass_000835,OWLClass_001135
MECHANICAL STABILITY OF TREES UNDER DYNAMIC LOADS 1,OWLClass_000835,OWLClass_001135
Triangular core as a universal strategy for stiff nanostructures in biology and biologically inspired materials,,OWLClass_000727
Frequency tuning in animal locomotion,,OWLClass_000727;OWLClass_001134
Finite Element Modeling of Shell Shape in the Freshwater Turtle Pseudemys concinna Reveals a Trade-Off between Mechanical Strength and Hydrodynamic Efficiency,OWLClass_000874;OWLClass_000870,OWLClass_001146
Ultra-fast underwater suction traps,OWLClass_000868,OWLClass_001183
Effects of Vibration on Mechanical Properties and Biomass Allocation Pattern of Capsella bursa-pastoris (Cruciferae),OWLClass_000835,OWLClass_001183
TRANSMISSION OF VIBRATION ACROSS HONEYCOMBS AND ITS DETECTION BY BEE LEG RECEPTORS,OWLClass_000835,OWLClass_001142
Walking Versus Breathing: Mechanical Differentiation of Sea Urchin podia,OWLClass_000895,OWLClass_001150
Water as a major modulator of the mechanical properties of insect cuticle ,OWLClass_000835,OWLClass_001142
BEHAVIORS ASSOCIATED WITH EGG AND PARASITE DEPOSITION BY GRAVID AND LAMBORNELLA CLARKI-INFECTED AEDES SIERRENSIS,OWLClass_000835,OWLClass_001142
Crawling Beneath the Free Surface: Water Snail Locomotion,OWLClass_000874;OWLClass_000870,OWLClass_001159
"Brilliant camouflage: photonic crystals in the diamond weevil, Entimus imperialis",OWLClass_000859,OWLClass_001142
The Tubercles on Humpback Whales' Flippers: Application of Bio- Inspired Technology,OWLClass_000895,OWLClass_001146
Flight Performance of Rotary Seeds,OWLClass_000835,OWLClass_001135
EFFECTS OF EDGE TYPE AND PATCH SHAPE ON AVIAN COMMUNITIES IN A MIXED CONIFER-HARDWOOD FOREST,OWLClass_000835,OWLClass_001146
The functions of adult female begging during incubation in sub-Arctic breeding yellow warblers,OWLClass_000835,OWLClass_001146
"Inheritance of photoperiodic control of pupal diapause in the cotton bollworm, Helicovetpa armigera (Hubner)",OWLClass_000835,OWLClass_001142
Mechanical and biological consequences of repetitive loading: crack initiation and fatigue failure in the red macroalga,OWLClass_000878,OWLClass_001187
RUNNING SPRINGS: SPEED AND ANIMAL SIZE,OWLClass_000835,OWLClass_001146
Mapping of Disulfide Bridges in Antifreeze Proteins from Overwintering Larvae of the Beetle Dendroides canadensis,OWLClass_000854,OWLClass_001142
The rate of senescence in maternal performance increases with early-life fecundity in red deer,OWLClass_000835,OWLClass_001146
Copulation corrupts immunity: A mechanism for a cost of mating in insects,OWLClass_000835,OWLClass_001142
Corticosterone inhibits feather growth: Potential mechanism explaining seasonal down regulation of corticosterone during molt,OWLClass_000855,OWLClass_001146
New communal roosting tradition established through experimental translocation in a Neotropical harvestman,OWLClass_000835,OWLClass_001142
Physiology of Tuberous Electrosensory Systems,OWLClass_000874;OWLClass_000870,OWLClass_001146
"Drought resistance in early and late secondary successional species from a tropical dry forest: the interplay between xylem resistance to embolism, sapwood water storage and leaf shedding",OWLClass_000854,OWLClass_001135
"Encephalization, Expensive Tissues, and Energetics: An Examination of the Relative Costs of Brain Size in Strepsirrhines",OWLClass_000854,OWLClass_001146
Responses of floodplain forest species to spatially condensed gradients: a test of the flood-shade tolerance tradeoff hypothesis,OWLClass_000854,OWLClass_000726
"Construction and nanomechanical properties of the exoskeleton of the barnacle, Amphibalanus reticulatus ",OWLClass_000835;OWLClass_000868,OWLClass_001142
Cooperative Sentinel Calling? Foragers Gain Increased Biomass Intake,OWLClass_000860,OWLClass_001146
Decoupled leaf and stem economics in rain forest trees,OWLClass_000859,OWLClass_001135
An eco-physiological model of the impact of temperature on Aedes aegypti life history traits,OWLClass_000835,OWLClass_001142
Physalin B inhibits Trypanosoma cruzi infection in the gut of Rhodnius prolixus by affecting the immune system and microbiota,OWLClass_000860,OWLClass_001142;OWLClass_001203
"Photoperiodic regulation of life-history traits before and after eclosion: Egg-to-adult development time, juvenile body mass and reproductive diapause in Drosophila montana",OWLClass_001253;OWLClass_000854,OWLClass_001142
Divergent strategy for adaptation to drought stress in two sibling species of montium species subgroup: Drosophila kikkawai and Drosophila leontia,OWLClass_000835,OWLClass_001142
"Molecular characterization and gene expression of juvenile hormone binding protein in the bamboo borer, Omphisa fuscidentalis ",OWLClass_000854,OWLClass_001142
Stem responses to damage: the evolutionary ecology of Quercus species in contrasting fire regimes,OWLClass_000854,OWLClass_001183
The influence of surface energy on the self-cleaning of insect adhesive devices,OWLClass_000835,OWLClass_001142
Hydraulic efficiency compromises compression strength perpendicular to the grain in Norway spruce trunkwood,OWLClass_000854,OWLClass_001185
Tradeoffs between hydraulic and mechanical stress responses of mature Norway spruce trunk wood ,OWLClass_000854,OWLClass_001185
"Larval cannibalism, time constraints, and adult fitness in caddisflies that inhabit temporary wetlands",OWLClass_000858,OWLClass_001142
The influence of surface energy on the self-cleaning of insect adhesive devices,OWLClass_000835,OWLClass_001142
"Differences in social behaviour between group-living and solitary African striped mice, Rhabdamys pumilia",OWLClass_000862;OWLClass_000865;OWLClass_000864;OWLClass_000851,OWLClass_001146
"Differences in microRNAs and their expressions between foraging and dancing honey bees, Apis mellifera",OWLClass_000835,OWLClass_001142
Trade-off Between Light- and Nitrogen-use Efficiency in Canopy Photosynthesis,,OWLClass_001135
"Loading effects on jump performance in green anole lizards, Anolis carolinensis",OWLClass_000836,OWLClass_001146
takeout-dependent longevity is associated with altered Juvenile Hormone signaling,OWLClass_000835,OWLClass_001142
"Comparative analyses of evolutionary rates reveal different pathways to encephalization in bats, carnivores, and primates",OWLClass_000835,OWLClass_001146
Insights into plant size-density relationships from models and agricultural crops,OWLClass_000835,OWLClass_001135
Transcriptional Tradeoff between Metabolic and Stress-response Programs in Pseudomonas putida KT2440 Cells Exposed to Toluene,,OWLClass_001240
Rhythmic Growth and Optimization of Micropropagation,OWLClass_000856;OWLClass_000859;OWLClass_000858,OWLClass_001135
Behavioral tradeoff in estuarine larvae favors seaward migration over minimizing visibility to predators,OWLClass_000887,OWLClass_001134
Fitness consequences of host use in the field,OWLClass_000835,OWLClass_001142
How muscles deal with real-world loads,,OWLClass_000722
Nest Thermoregulation in Social Insects,OWLClass_000856;OWLClass_000904,OWLClass_000724
Relative strengths of benthic algal nutrient and grazer limitation along a lake productivity gradient,OWLClass_000877,OWLClass_000856
Constrained optimization in human running,OWLClass_000835,OWLClass_001146;OWLClass_001134;OWLClass_000722
 OPTIMUM TAKE-OFF TECHNIQUES AND MUSCLE DESIGN FOR LONG JUMP,OWLClass_000835,OWLClass_001146;OWLClass_001134;OWLClass_000722
 Mechanical power and efficiency of level walking with different stride rate,OWLClass_000835,OWLClass_001146;OWLClass_001134;OWLClass_000722
Insect eggs exert rapid control over an oxygen-water tradeoff ,OWLClass_000835,OWLClass_001142;OWLClass_000720;OWLClass_000723;OWLClass_000722
Parasitic castration: the evolution and ecology of body snatchers,OWLCLass_000887,OWLCLass_001134
" Rate Effects on Timing, Key Velocity, and Finger Kinematics in Piano Performance ",OWLCLass_001146,OWLCLass_000722
" Presence/absence polymorphism for alternative pathogenicity islands in Pseudomonas viridiflava, a pathogen of Arabidopsis",OWLClass_000835,OWLClass_001135
Regulation of tradeoffs between plant defenses against pathogens with different lifestyles,OWLClass_000835,OWLClass_001135
Manipulating substances with Physarum polycephalum,OWLClass_000847;OWLClass_000836;OWLClass_000854;OWLClass_000860;OWLClass_001253;OWLClass_000842,OWLClass_001197
Natural polymorphism affecting learning and memory in Drosophila,OWLClass_001142,
Can post-error dynamics explain sequential reaction time patterns?,OWLClass_001146,
 The scale-dependent impact of wolf predation risk on resource selection by three sympatric ungulates ,OWLClass_001146,
Tradeoff between Biomass and Flavonoid Accumulation in White Clover Reflects Contrasting Plant Strategies ,OWLClass_001135,OWLClass_000717
Quality prevails over identity in the sexually selected vocalisations of an ageing mammal,OWLClass_001146,OWLClass_000737
Incorporating Population-Level Variation in Thermal Performance into Predictions of Geographic Range Shifts ,OWLClass_001135,OWLClass_000717
Negligible Senescence during Reproductive Dormancy in Drosophila melanogaster,OWLClass_001142,
Plant mating system transitions drive the macroevolution of defense strategies,,OWLClass_001135
Reproductive tradeoffs and yolk steroids in female leopard geckos,OWLClass_001146,
Ontogenetic switches from plant resistance to tolerance: minimizing costs with age? ,OWLClass_000835,OWLClass_001135
Desiccation Resistance in Interspecific Drosophila Crosses,OWLClass_001142,
Compound eyes and retinal information processing miniature dipteran species match their specific ecological demands,OWLClass_001142,OWLClass_000741;OWLClass_000835
Optimal Resting-Growth Strategies of Microbial Populations in Fluctuating Environments ,,OWLClass_001138
 Evidence for a tradeoff between retention time and chewing efficiency in large mammalian herbivores,OWLClass_001146,OWLClass_000712
Ecological modulation of plant defense via phytochrome control of jasmonate sensitivity,OWLClass_000835,OWLClass_001135
Natural Variation of Arabidopsis Root Architecture Reveals Complementing Adaptive Strategies to Potassium Starvation,OWLClass_000835,OWLClass_001135;OWLClass_000717
" Effects of Water, Aeration, and Salt Regime on Nitrogen Fixation in a Nodulated Legume",OWLClass_000835;OWLClass_000904,OWLClass_001135
 Root anchorage,OWLClass_000835;OWLClass_000904,OWLClass_001135
Salt in Irrigation Water Affects the Nutritional and Visual Properties of Romaine Lettuce (Lactuca sativa L.),OWLClass_000835,OWLClass_001135;OWLClass_000720
Highly deformable bones,OWLClass_000878;OWLClass_001134,OWLClass_000722
Snout allometry in seahorses,OWLClass_001134;OWLClass_000878,OWLClass_000722
Delay-managed tradeoff in the molecular dynamics of the segmentation clock,OWLClass_001146,OWLClass_000713
"Interactions Between Natural Selection, Recombination and Gene Density in the Genes of Drosophila",OWLClass_001142,OWLClass_000713
 Selection in nature,OWLClass_000874;OWLClass_000870;OWLClass_001134,
"Insect dispersal dimorphisms, in which both flight-capable and flightless individuals occur in the same species, are thought to reflect a balance between the benefits and costs of dispersal",OWLClass_000835;OWLClass_001142,
Plant sex and the evolution of plant defenses against herbivores ,OWLClass_000854;OWLClass_001253;OWLClass_000836;OWLClass_000860,OWLClass_001183
Increased sexual activity reduces male immune function in Drosophila melanogaster,OWLClass_001142,
 Purine and folate metabolism as a potential target of sex-specific nutrient allocation in Drosophila and its implication for lifespan-reproduction tradeoff,OWLClass_001142,OWLClass_000712
Tradeoff between shade adaptation and mitigation of photo inhibition in leaves of Quercus mongolica and Acer mono acclimated to deep shade,OWLClass_000854 ,OWLClass_000711;OWLClass_000725
Surface Tension Transport of Prey by Feeding Shorebirds,OWLClass_001146;OWLClass_000879;OWLClass_000887;OWLClass_000836,OWLClass_000722
Resolving variation in the reproductive tradeoff between sperm size and number,OWLClass_001146;OWLClass_001142,
"Ontogenetic modulation of branch size, shape, and biomechanics produces diversity across habitats in the Bursera simaruba clade of tropical trees",OWLClass_000859;,OWLClass_001135;OWLClass_000722;
How large should whales be,OWLClass_001146,OWLClass_000722;OWLClass_000721
How large should whales be,OWLClass_001146,OWLClass_000722;OWLClass_000721
The evolution of a pleiotropic fitness tradeoff in Pseudomonas fluorescens,OWLClass_000725;OWLClass_00726,OWLClass_001138
The pleiotropic cost of host-specialization in Tobacco etch potyvirus,OWLClass_000768,
Neural Mechanisms of Speed-Accuracy Tradeoff,OWLClass_001146,OWLClass_000732
Optimality of speed accuracy,OWLClass_001146,OWLClass_000732
The Optimality of Sensory Processing during the Speed,OWLClass_001146,OWLClass_000732
 Speed-Accuracy Tradeoff in Olfaction,OWLClass_001146,OWLClass_000738
Vocal performance influences male receiver response in the banded wren,OWLClass_001146,OWLClass_000713
Stability Versus Maneuverability in Aquatic Locomotion,,OWLClass_000720;OWLClass_000722;OWLClass_000726
 Tradeoff Between Stability and Multispecificity in the Design of Promiscuous Proteins,,OWLClass_000717;OWLClass_000718;
How Protein Stability and New Functions Trade Off,,OWLClass_000717;OWLClass_000718;OWLClass_000724
Whole Body Mechanics of Stealthy Walking in Cats ,OWLClass_001146,OWLClass_000717;OWLClass_000722;OWLClass_000713;OWLClass_000724
" E. coli superdiffusion  and Chemotaxis-Search Strategy, Precision, and Motility",,OWLClass_001138;OWLClass_000717;OWLClass_000726;OWLClass_000722;OWLClass_000713
Strouhal numbers and optimization of swimming by odontocete cetaceans,OWLClass_001146;OWLClass_000878;,OWLClass_000722
Sympatric speciation under incompatibility selection,,OWLClass_000730
 Functional Roles for Synaptic-Depression within a Model of the Fly Antennal Lobe,OWLClass_001142,OWLClass_000738
Optimization of bone growth and remodeling in response to loading in tapered mammalian limbs,OWLClass_001146,OWLClass_000722
Thermal adaptation of viruses and bacteria,OWLClass_001138,OWLClass_000724
Time-size trade-offs in responses of cycads to male cone herbivory,OWLClass_000859;OWLClass_001142,OWLClass_001178;
 DIFFERENCES IN THE TIMING OF GERMINATION AND REPRODUCTION RELATE TO GROWTH PHYSIOLOGY AND POPULATION DYNAMICS OF SONORAN DESERT WINTER ANNUALS ,OWLClass_000851;OWLClass_000848,OWLClass_001183;OWLClass_000720
 The tradeoff between torpor and reproduction in little brown bats (Myotis lucifugus),OWLClass_001146,OWLClass_000724
Increased toxicity  of Karenia brevis during Phosphate Limited Growth: Ecological and Evolutionary Implications ,OWLClass_000878,OWLClass_001137
The effect of twig architecture and seed number on seed size variation in subtropical woody species,OWLClass_000856;OWLClass_000859,OWLClass_000722
 Twisted F-actin,,OWLClass_000975;OWLClass_000717;OWLClass_000713;OWLClass_000722
Why does Viola hondoensis (Violaceae) shed its winter leaves in spring?,OWLClass_001183;OWLClass_000856,
Minimum cost of transport in Asian elephants,OWLClass_001146;OWLClass_000835,OWLClass_000722;OWLClass_000712
Capacity for absorption of Water-Soluble Secondary Metabolites Greater in Birds than in Rodents ,OWLClass_001146,OWLClass_000717;OWLClass_000720;OWLClass_000713;OWLClass_000726
 Isoprene emission,OWLClass_000856;OWLClass_000859,OWLClass_000720 
 Water loss and gas exchange by eggs of Manduca sexta,OWLClass_001142,OWLClass_000720;OWLClass_000725
 Thermal bees,OWLClass_001142,OWLClass_000724;OWLClass_000726
 Cricket,OWLClass_001142,OWLClass_000717
Do Xylem Fibers Affect Vessel Cavitation Resistance?,,OWLClass_000720;OWLClass_000726;OWLClass_001135
 Xylem Wall Collapse in Water-Stressed Pine Needles Wall,OWLClass_000726;OWLClass_000857,OWLClass_000720;OWLClass_000726;OWLClass_001135
A BIOMIMETIC STUDY OF THE EXPLOSIVE DISCHARGE OF THE BOMBARDIER BEETLE,OWLClass_001142,OWLClass_000717;OWLClass_000724;OWLClass_000722;OWLClass_000723;
Defensive Spray of the Bombardier Beetle,OWLClass_001142,OWLClass_000717;OWLClass_000724;OWLClass_000722;OWLClass_000723;
THE PROTECTIVE ROLE OF THE SPRAY MECHANISM OF THE BOMBARDIER BEETLE,OWLClass_001142,OWLClass_000717;OWLClass_000724;OWLClass_000722;OWLClass_000723;
Adaptive changes in prey vulnerability shape the response of predator populations to mortality ,OWLClass_001134;OWLClass_000835,
 Sequence-function-stability relationships in proteins from datasets of functionally annotated variants,,OWLClass_000717
Maintaining Diversity in an Ant Community,OWLClass_001142,
The lifespan-reproduction trade-off under dietary restriction is sex-specific and context-dependent ,OWLClass_001142,
Interspecific competition in natural plant communities,,OWLClass_001135;OWLClass_000712
The pleiotropic cost of host-specialization in Tobacco etch potyvitus ,OWLClass_000768,
Camouflaged or tanned: plasticity in freshwater snail pigmentation ,OWLClass_001159;OWLClass_000869;OWLClass_000768,
 Coincidence Detection of Single-Photon Responses in the Inner Retina at the Sensitivity Limit of Vision ,OWLClass_001146;OWLClass_000768,
The oxidation handicap hypothesis and the carotenoid allocation trade-off ,OWLClass_000829;OWLClass_001146,OWLClass_000717
 Drought-induced trans-generational tradeoff between stress tolerance and defence: consequences for range limits? ,OWLClass_000804,OWLClass_001135
COEXISTENCE OF INTRAGUILD PREDATORS AND PREY IN RESOURCE-RICH ENVIRONMENTS ,OWLClass_000733,
 Sexual Segregation and Flexible Mating Patterns in Temperate Bats ,OWLClass_000733;OWLClass_001146,
 Functional tradeoffs determine species coexistence via the storage effect ,OWLClass_000847 ,
Incorporating Population-Level Variation in Thermal Performance into Predictions of Geographic Range Shifts,,OWLClass_000724;OWLClass_001183
Phenotypic plasticity and growth temperature,OWLClass_001135;OWLClass_000798,OWLClass_000724
A non targeted metabolomics approach to quantifying differences in root storage between fast and slow growing plants,OWLClass_001135;OWLClass_000904,OWLClass_000712
Context-dependent development of sexual ornamentation,OWLClass_001146,OWLClass_000713
Carotenoid trade-off between parasitic resistance and sexual display,OWLClass_001146,OWLClass_000713
Investment in Defensive Traits by Anuran Prey (Lithobates pipiens) Is Mediated by the Starvation/Predation Risk Trade-Off ,OWLClass_001142;OWLClass_001146;OWLClass_000768,
Sexes suffer from suboptimal lifespan because of genetic conflict in a seed beetle ,OWLClass_001142;OWLClass_000768,
Ontogenetic switches from plant resistance to tolerance,OWLClass_000773,OWLClass_001135
Daily foraging patterns in free-living birds: exploring the predation - starvation trade-off ,OWLClass_000835,OWLClass_001146
"Immune Activity, Body Condition and Human-Associated Environmental Impacts in a Wild Marine Mammal ",OWLClass_000878,OWLClass_001146
Seasonal Migration Determined by a Trade-Off between Predator Avoidance and Growth ,OWLClass_000878,OWLClass_001146
Does testosterone mediate the trade-off between nestling begging and growth in the canary (Serinus canaria)? ,,OWLClass_001146
Evidence for a Trade-Off Strategy in Stone Oak (Lithocarpus) Seeds between Physical and Chemical Defense Highlights Fiber as an Important Antifeedant ,OWLClass_000856,OWLClass_001135;OWLClass_001146
"Relationships among cell morphology, intrinsic cell stiffness and cell-substrate interactions ",,OWLClass_000974;OWLClass_000712
Xylem traits mediate a trade-off between resistance to freeze-thaw-induced embolism and photosynthetic capacity in overwintering evergreens ,OWLClass_000854;OWLClass_000806,OWLClass_001135;OWLClass_001146
Xylem Wall Collapse in Water-Stressed Pine Needles,OWLClass_000811,OWLClass_001185
Trade-off between spatiotopy and saccadic plasticity ,,OWLClass_001134
Optimal Predator Risk Assessment by the SonarJamming Arctiine Moth Bertholdia trigona,,OWLClass_001146;OWLClass_001142
Trade-off between morphological convergence and opportunistic diet behavior in fish hybrid zone,OWLClass_000870,OWLClass_001146
Pheromone mediated modulation of pre-flight warm-up behavior in male moths ,OWLClass_000835,OWLClass_001142
"Copepod reproductive strategies: life-history theory, phylogenetic pattern and invasion of inland waters",OWLClass_000869;OWLClass_00878,OWLClass_001142
Are personality differences in a small iteroparous mammal maintained by a life-history trade-off?,OWLClass_000854,OWLClass_001146
Reproduction-Longevity Trade-Off in Anopheles gambiae (Diptera: Culicidae) ,,OWLClass_001142
Down-regulation of net phosphorus-uptake capacity is inversely related to leaf phosphorus-resorption proficiency in four species from a phosphorus-impoverished environment ,OWLClass_000836,OWLClass_001135
"An Extra Dimension to Decision-Making in Animals: The Three-way Trade-off between Speed, Effort per-Unit-Time and Accuracy ",,OWLClass_001134
Trade-Off between Bile Resistance and Nutritional Competence Drives Escherichia coli Diversification in the Mouse Gut,OWLClass_000835,OWLClass_001240;OWLClass_001146
West Nile Virus Experimental Evolution in vivo and the Trade-off Hypothesis,OWLClass_000835,OWLClass_001142;OWLClass_001146
In deep trouble: Habitat selection constrained by multiple enemies in zooplankton ,OWLClass_000869;OWLClass_00878,OWLClass_001142
Ejaculate Economics: Testing the Effects of Male Sexual History on the Trade-Off between Sperm and Immune Function in Australian Crickets ,OWLClass_000835,OWLClass_001142
Comparative psychophysics of bumblebee and honeybee colour discrimination and object detection,,OWLClass_001142
Antagonistic interactions between honey bee bacterial symbionts and implications for disease ,,OWLClass_001142;OWLClass_001233
The trade-off between safety and efficiency in hydraulic architecture in 31 woody species in a karst area ,OWLClass_001254,OWLClass_001135
"Hydraulic efficiency and coordination with xylem resistance to cavitation, leaf function, and growth performance among eight unrelated Populus deltoidesxPopulus nigra hybrids ",OWLClass_000854,OWLClass_001135
Food and Heat Stress in the California Mussel: Evidence for an Energetic Trade-off Between Survival and Growth ,OWLClass_00831;,OWLClass_001159
"Quantitative trait locus analysis of root morphology, flowering time, and yield reveals trade-offs in response to drought in Brassica napus ",OWLClass_000809;OWLClass_000860,OWLClass_001135
The Snell dwarf mutation Pit 1 dw can increase life span in mice ,,OWLClass_001146
Metabolic constraint imposes tradeoff between body size and number of brain neurons in human evolution ,,OWLClass_001134
Raising yield potential of wheat. III. Optimizing partitioning to grain while maintaining lodging resistance ,OWLClass_000860,OWLClass_001135
The virulence-transmission trade-off in vector-borne plant viruses: a review of (non-)existing studies ,OWLClass_000835,OWLClass_000135
Trade-off between camouflage and sexual dimorphism revealed by UV digital imaging: the case of Australian Mallee dragons (Ctenophorus fordl) ,OWLClass_000809,OWLClass_001146
Ovarian Fluid Mediates the Temporal Decline in Sperm Viability in a Fish with Sperm Storage ,OWLClass_000869,OWLClass_001146
Egg size-number trade-off and a decline in oviposition site choice quality: Female Pararge aegeria butterflies pay a cost of having males present at oviposition,,OWLClass_0001142
"Metabolic implications of a 'run now, pay later' strategy in lizards: an analysis of post-exercise oxygen consumption",,OWLClass_001146
Nest Site Selection by Kentish Plover Suggests a Trade-Off between Nest-Crypsis and Predator Detection Strategies ,OWLClass_000835,OWLClass_001146
Understanding the Folding-Function Tradeoff in Proteins ,,OWLClass_000712
A trade-off between reproduction and a condition-dependent sexually selected ornament in the house sparrow Passer domesticus ,OWLClass_000835,OWLClass_001146
Impacts of UV radiation on photosynthesis and growth of the coccolithophore Emiliania huxleyi (Haptophyceae) ,OWLClass_000801,OWLClass_001137
Flight behaviour attenuates the trade-off between flight capability and reproduction in a wing polymorphic cricket ,OWLClass_000835,OWLClass_001142
Why are not all chillies hot? A trade-off limits pungency ,OWLClass_000835,OWLClass_001135
Water availability and population origin affect the expression of the tradeoff between reproduction and growth in Plantago coronopus ,OWLClass_000836,OWLClass_001135
Tradeoffs between chilling and forcing in satisfying dormancy requirements for Pacific Northwest tree species ,OWLClass_000855; OWLClass_000804,OWLClass_001185
Evidence for a robust sex-specific trade-off between cold resistance and starvation resistance in Drosophila melanogaster ,OWLClass_000806,OWLClass_001142
Tradeoff between Stability and Maneuverability during Whole-Body Movements,,OWLClass_001134
The yield of experimental yeast populations declines during selection ,,OWLClass_001189
Evolution of pleiotropic costs in experimental populations ,,OWLClass_001189
SCALING OF ECHOLOCATION CALL PARAMETERS IN BATS ,,OWLClass_001146
Parasite-mediated selection drives an immunogenetic trade-off in plains zebras (Equus quagga),,OWLClass_001146
Form of an evolutionary tradeoff affects ecoevolutionary dynamics in a predator-prey system ,OWLClass_000868,OWLClass_001171;OWLClass_001135
Tradeoffs in bacteriophage life histories ,,OWLClass_001138
Natural Variation of Arabidopsis Root Architecture Reveals Complementing Adaptive Strategies to Potassium Starvation ,OWLClass_000835,OWLClass_001135
Tradeoffs associated with constitutive and induced plant resistance against herbivory ,,OWLClass_001135;OWLClass_001134
Can a spider web be too sticky? Tensile mechanics constrains the evolution of capture spiral stickiness in orb-weaving spiders,,OWLClass_001142
Spider silk as a novel high performance biomimetic muscle driven by humidity,OWLClass_000799,OWLClass_001142
Artificial Selection on Relative Brain Size in the Guppy Reveals Costs and Benefits of Evolving a Larger Brain,OWLClass_000869,OWLClass_001146
Trade off between steady and unsteady swimming underlies predatorádriven divergence in Gambusia affinis,OWLClass_000869,OWLClass_001146
Speed-difficulty trade-off in speech: Chinese versus English,,OWLClass_001146
Feather bacterial load shapes the trade-off between preening and immunity in pigeons,OWLClass_000833,OWLClass_001146;OWLClass_001138
Experimental demonstration of the growth rate -lifespan trade-off,OWLClass_000868,OWLClass_001146
Sperm velocity and longevity trade off each other and influence fertilization in the sea urchin Lytechinus variegatus,OWLClass_000883,OWLClass_001150
Trade-off between travel distance and prioritization of high-reward sites in traplining bumblebees,OWLClass_000835,OWLClass_001142
Host-Size Mediated Trade-Off in a Parasitoid Sclerodermus harmandi,OWLClass_000835,OWLCLass_001142
Stem girdling evidences a trade-off between cambial activity and sprouting and dramatically reduces plant transpiration due to feedback inhibition of photosynthesis and hormone signaling,OWLClass_000854,OWLClass_001185
Leaf-herbivore attack reduces carbon reserves and regrowth from the roots via jasmonate and auxin signaling ,OWLClass_001134,OWLClass_001135
Evolution of Competitive Ability: An Adaptation Speed vs. Accuracy Tradeoff Rooted in Gene Network Size,,OWLClass_000730
Hydraulic limits on maximum plant transpiration and the emergence of the safety-efficiency trade-off,,OWLClass_001135
A trade-off between embryonic development rate and immune function of avian offspring is revealed by considering embryonic temperature,OWLClass_000807;OWLClass_000805,OWLClass_001146
The trade-off between the light-harvesting and photoprotective functions of fucoxanthin-chlorophyll proteins dominates light acclimation in Emiliania huxleyi (clone CCMP 1516),OWLClass_000878,OWLClass_001205
Experimental evolution reveals trade-offs between mating and immunity,OWLClass_000835,OWLClass_001142
The Growth/Predation Risk Trade-Off: So What Is the Mechanism?,OWLClass_000869,OWLClass_001142
